artist_name,song_name,genres
snoop dogg,lay low,Hip Hop; Rap; Black Music
björk,atom dance,Indie; Electronica; Chillout
björk,bachelorette,Indie; Electronica; Chillout
björk,black lake,Indie; Electronica; Chillout
björk,blissing me,Indie; Electronica; Chillout
björk,body memory,Indie; Electronica; Chillout
björk,cetacea,Indie; Electronica; Chillout
the used,kenna song,Emocore; Rock; Hardcore
the used,empty with you,Emocore; Rock; Hardcore
the used,pieces mended,Emocore; Rock; Hardcore
the used,slit your own throat,Emocore; Rock; Hardcore
the used,cut up angels,Emocore; Rock; Hardcore
the used,take it away,Emocore; Rock; Hardcore
the used,funeral post,Emocore; Rock; Hardcore
the used,a box full of sharp objects,Emocore; Rock; Hardcore
the used,alone this holiday,Emocore; Rock; Hardcore
the used,blood meridian,Emocore; Rock; Hardcore
the used,blood on my hands,Emocore; Rock; Hardcore
the used,bloody nose,Emocore; Rock; Hardcore
the used,blow me,Emocore; Rock; Hardcore
the used,blue and yellow,Emocore; Rock; Hardcore
the used,born to quit,Emocore; Rock; Hardcore
the used,broken windows,Emocore; Rock; Hardcore
the used,bulimic,Emocore; Rock; Hardcore
the used,buried myself alive,Emocore; Rock; Hardcore
the used,burning down the house,Emocore; Rock; Hardcore
the used,cathedral bell,Emocore; Rock; Hardcore
the used,choke me,Emocore; Rock; Hardcore
the used,cold war telescreen,Emocore; Rock; Hardcore
the used,come undone,Emocore; Rock; Hardcore
the used,cry,Emocore; Rock; Hardcore
the used,dark days,Emocore; Rock; Hardcore
the used,devil beside you,Emocore; Rock; Hardcore
the used,disaster,Emocore; Rock; Hardcore
the used,earthquake,Emocore; Rock; Hardcore
the used,evolution,Emocore; Rock; Hardcore
the used,find a way,Emocore; Rock; Hardcore
afi,miss murder,Emocore; Punk Rock; Hardcore
afi,dulcería,Emocore; Punk Rock; Hardcore
afi,trash bat,Emocore; Punk Rock; Hardcore
afi,twisted tongues,Emocore; Punk Rock; Hardcore
afi,far too near,Emocore; Punk Rock; Hardcore
afi,back from the flesh,Emocore; Punk Rock; Hardcore
afi,the days of the phoenix,Emocore; Punk Rock; Hardcore
afi,escape from los angeles,Emocore; Punk Rock; Hardcore
afi,wild,Emocore; Punk Rock; Hardcore
afi,looking tragic,Emocore; Punk Rock; Hardcore
afi,100 words,Emocore; Punk Rock; Hardcore
afi,17 crimes,Emocore; Punk Rock; Hardcore
afi,37mm,Emocore; Punk Rock; Hardcore
afi,6 to 8,Emocore; Punk Rock; Hardcore
afi,a deep slow panic,Emocore; Punk Rock; Hardcore
afi,a single second,Emocore; Punk Rock; Hardcore
afi,a story at three,Emocore; Punk Rock; Hardcore
afi,above the bridge,Emocore; Punk Rock; Hardcore
afi,affliction,Emocore; Punk Rock; Hardcore
afi,anxious,Emocore; Punk Rock; Hardcore
afi,aurelia,Emocore; Punk Rock; Hardcore
afi,back into the sun,Emocore; Punk Rock; Hardcore
afi,beautiful thieves,Emocore; Punk Rock; Hardcore
afi,begging for trouble,Emocore; Punk Rock; Hardcore
afi,bleed black,Emocore; Punk Rock; Hardcore
afi,break angels,Emocore; Punk Rock; Hardcore
afi,carcinogen crush,Emocore; Punk Rock; Hardcore
afi,catch a hot one,Emocore; Punk Rock; Hardcore
afi,cold hands,Emocore; Punk Rock; Hardcore
afi,dancing through sunday,Emocore; Punk Rock; Hardcore
leonard cohen,hallelujah,Folk
leonard cohen,suzanne,Folk
leonard cohen,take this waltz,Folk
leonard cohen,closing time,Folk
leonard cohen,everybody knows,Folk
leonard cohen,you want it darker,Folk
leonard cohen,dance me to the end of love,Folk
leonard cohen,happens to the heart,Folk
leonard cohen,waiting for the miracle,Folk
leonard cohen,love itself,Folk
leonard cohen,nevermind,Folk
leonard cohen,going home,Folk
leonard cohen,anthem,Folk
leonard cohen,it seemed the better way,Folk
leonard cohen,moving on,Folk
leonard cohen,first we take manhattan,Folk
leonard cohen,a street,Folk
leonard cohen,a thousand kisses deep,Folk
leonard cohen,alexandra leaving,Folk
leonard cohen,almost like the blues,Folk
leonard cohen,amen,Folk
leonard cohen,anyhow,Folk
leonard cohen,avalanche,Folk
leonard cohen,banjo,Folk
leonard cohen,because of,Folk
leonard cohen,bird on the wire,Folk
leonard cohen,boogie street,Folk
leonard cohen,born in chains,Folk
leonard cohen,by the rivers dark,Folk
leonard cohen,choices,Folk
sufjan stevens,mystery of love,Indie; Folk
sufjan stevens,to be alone with you,Indie; Folk
sufjan stevens,fourth of july,Indie; Folk
sufjan stevens,all of me wants all of you,Indie; Folk
sufjan stevens,a good man is hard to find,Indie; Folk
sufjan stevens,a winner needs a wand,Indie; Folk
sufjan stevens,abraham,Indie; Folk
sufjan stevens,adlai stevenson,Indie; Folk
sufjan stevens,age of adz,Indie; Folk
sufjan stevens,all the trees of the field will clap their hands,Indie; Folk
sufjan stevens,away in a manger,Indie; Folk
sufjan stevens,blue bucket of gold,Indie; Folk
sufjan stevens,carlyle lake,Indie; Folk
sufjan stevens,casimir pulaski day,Indie; Folk
sufjan stevens,chicago,Indie; Folk
sufjan stevens,christmas in july,Indie; Folk
sufjan stevens,christmas in the room,Indie; Folk
sufjan stevens,city of roses,Indie; Folk
sufjan stevens,come thou fount of every blessing,Indie; Folk
sufjan stevens,death star,Indie; Folk
sufjan stevens,death with dignity,Indie; Folk
sufjan stevens,demetrius,Indie; Folk
sufjan stevens,drawn to the blood,Indie; Folk
sufjan stevens,dumb i sound,Indie; Folk
sufjan stevens,eugene,Indie; Folk
sufjan stevens,exploding whale,Indie; Folk
sufjan stevens,futile devices,Indie; Folk
sufjan stevens,gilgamesh,Indie; Folk
sufjan stevens,goodbye to all that,Indie; Folk
sufjan stevens,he woke me up again,Indie; Folk
van morrison,alabamy bound,Rock; Soul Music; Folk
van morrison,all work and no play,Rock; Soul Music; Folk
van morrison,and the healing has begun,Rock; Soul Music; Folk
van morrison,back street affair,Rock; Soul Music; Folk
van morrison,beside you,Rock; Soul Music; Folk
van morrison,big blue diamonds,Rock; Soul Music; Folk
van morrison,born to sing,Rock; Soul Music; Folk
van morrison,bright side of the road,Rock; Soul Music; Folk
van morrison,brown eyed girl,Rock; Soul Music; Folk
van morrison,caravan,Rock; Soul Music; Folk
van morrison,carry on regardless,Rock; Soul Music; Folk
van morrison,carrying a torch,Rock; Soul Music; Folk
van morrison,celtic new year,Rock; Soul Music; Folk
van morrison,cleaning windows,Rock; Soul Music; Folk
van morrison,close enough for jazz,Rock; Soul Music; Folk
van morrison,crazy love,Rock; Soul Music; Folk
van morrison,days like this,Rock; Soul Music; Folk
van morrison,dead or alive,Rock; Soul Music; Folk
van morrison,down the road,Rock; Soul Music; Folk
van morrison,end of the rainbow,Rock; Soul Music; Folk
van morrison,enlightenment,Rock; Soul Music; Folk
van morrison,evening in june,Rock; Soul Music; Folk
van morrison,evening shadows,Rock; Soul Music; Folk
van morrison,fair play,Rock; Soul Music; Folk
van morrison,fame,Rock; Soul Music; Folk
van morrison,fast train,Rock; Soul Music; Folk
van morrison,fire in the belly,Rock; Soul Music; Folk
van morrison,georgia on my mind,Rock; Soul Music; Folk
van morrison,get on with the show,Rock; Soul Music; Folk
van morrison,goldfish bowl,Rock; Soul Music; Folk
dropkick murphys,the boys are back,Punk Rock; Folk
dropkick murphys,rose tattoo,Punk Rock; Folk
dropkick murphys,10 years of service,Punk Rock; Folk
dropkick murphys,21 guitar salute,Punk Rock; Folk
dropkick murphys,3rd man in,Punk Rock; Folk
dropkick murphys,a few good men,Punk Rock; Folk
dropkick murphys,alcohol,Punk Rock; Folk
dropkick murphys,amazing grace,Punk Rock; Folk
dropkick murphys,as one,Punk Rock; Folk
dropkick murphys,barroom hero,Punk Rock; Folk
dropkick murphys,bastards on parade,Punk Rock; Folk
dropkick murphys,black velvet band,Punk Rock; Folk
dropkick murphys,boys on the docks,Punk Rock; Folk
dropkick murphys,buried alive,Punk Rock; Folk
dropkick murphys,burn,Punk Rock; Folk
dropkick murphys,caps and bottles,Punk Rock; Folk
dropkick murphys,caught in a jar,Punk Rock; Folk
dropkick murphys,city by the sea,Punk Rock; Folk
dropkick murphys,curse of a fallen soul,Punk Rock; Folk
dropkick murphys,denial,Punk Rock; Folk
dropkick murphys,do or die,Punk Rock; Folk
dropkick murphys,end of the night,Punk Rock; Folk
dropkick murphys,fairmount hill,Punk Rock; Folk
dropkick murphys,famous for nothing,Punk Rock; Folk
dropkick murphys,far away coast,Punk Rock; Folk
dropkick murphys,fightstarter karaoke,Punk Rock; Folk
dropkick murphys,first class loser,Punk Rock; Folk
dropkick murphys,for boston,Punk Rock; Folk
dropkick murphys,forever,Punk Rock; Folk
dropkick murphys,fortunate son,Punk Rock; Folk
my morning jacket,off the record,Indie; Folk; Rock
my morning jacket,aluminum park,Indie; Folk; Rock
my morning jacket,anytime,Indie; Folk; Rock
my morning jacket,at dawn,Indie; Folk; Rock
my morning jacket,bermuda highway,Indie; Folk; Rock
my morning jacket,big decisions,Indie; Folk; Rock
my morning jacket,circuital,Indie; Folk; Rock
my morning jacket,climbing the ladder,Indie; Folk; Rock
my morning jacket,cobra,Indie; Folk; Rock
my morning jacket,come closer,Indie; Folk; Rock
my morning jacket,complex,Indie; Folk; Rock
my morning jacket,compound fracture,Indie; Folk; Rock
my morning jacket,dancefloors,Indie; Folk; Rock
my morning jacket,death is my sleezy pay,Indie; Folk; Rock
my morning jacket,death is the easy way,Indie; Folk; Rock
my morning jacket,dondante,Indie; Folk; Rock
my morning jacket,easy morning rebel,Indie; Folk; Rock
my morning jacket,el caporal,Indie; Folk; Rock
my morning jacket,evelyn is not real,Indie; Folk; Rock
my morning jacket,evil urges,Indie; Folk; Rock
my morning jacket,feel you,Indie; Folk; Rock
my morning jacket,first light,Indie; Folk; Rock
my morning jacket,get the point,Indie; Folk; Rock
my morning jacket,gideon,Indie; Folk; Rock
my morning jacket,golden,Indie; Folk; Rock
my morning jacket,highly suspicious,Indie; Folk; Rock
my morning jacket,holdin on to black metal,Indie; Folk; Rock
my morning jacket,honest man,Indie; Folk; Rock
my morning jacket,hopefully,Indie; Folk; Rock
my morning jacket,how do you know,Indie; Folk; Rock
skillet,monster,Rock Alternativo; Rock; Hard Rock
skillet,awake and alive,Rock Alternativo; Rock; Hard Rock
skillet,lucy,Rock Alternativo; Rock; Hard Rock
skillet,feel invincible,Rock Alternativo; Rock; Hard Rock
skillet,you are my hope,Rock Alternativo; Rock; Hard Rock
skillet,the resistance,Rock Alternativo; Rock; Hard Rock
skillet,never surrender,Rock Alternativo; Rock; Hard Rock
skillet,rebirthing,Rock Alternativo; Rock; Hard Rock
skillet,legendary,Rock Alternativo; Rock; Hard Rock
skillet,comatose,Rock Alternativo; Rock; Hard Rock
skillet,looking for angels,Rock Alternativo; Rock; Hard Rock
skillet,rise,Rock Alternativo; Rock; Hard Rock
skillet,hero,Rock Alternativo; Rock; Hard Rock
skillet,beyond incredible,Rock Alternativo; Rock; Hard Rock
skillet,forgiven,Rock Alternativo; Rock; Hard Rock
skillet,dominion,Rock Alternativo; Rock; Hard Rock
skillet,victorious,Rock Alternativo; Rock; Hard Rock
skillet,burn it down,Rock Alternativo; Rock; Hard Rock
skillet,not gonna die,Rock Alternativo; Rock; Hard Rock
skillet,famous,Rock Alternativo; Rock; Hard Rock
skillet,undefeated,Rock Alternativo; Rock; Hard Rock
skillet,forever or the end,Rock Alternativo; Rock; Hard Rock
skillet,destiny,Rock Alternativo; Rock; Hard Rock
skillet,standing in the storm,Rock Alternativo; Rock; Hard Rock
skillet,a little more,Rock Alternativo; Rock; Hard Rock
skillet,alien youth,Rock Alternativo; Rock; Hard Rock
skillet,american noise,Rock Alternativo; Rock; Hard Rock
skillet,anchor,Rock Alternativo; Rock; Hard Rock
skillet,back from the dead,Rock Alternativo; Rock; Hard Rock
skillet,back to life,Rock Alternativo; Rock; Hard Rock
demon hunter,i am a stone,Heavy Metal; Gospel/Religioso; Rock
demon hunter,i will fail you,Heavy Metal; Gospel/Religioso; Rock
demon hunter,dead flowers,Heavy Metal; Gospel/Religioso; Rock
demon hunter,loneliness,Heavy Metal; Gospel/Religioso; Rock
demon hunter,death,Heavy Metal; Gospel/Religioso; Rock
demon hunter,fear is not my guide,Heavy Metal; Gospel/Religioso; Rock
demon hunter,deteriorate,Heavy Metal; Gospel/Religioso; Rock
demon hunter,the last one alive,Heavy Metal; Gospel/Religioso; Rock
demon hunter,the wind,Heavy Metal; Gospel/Religioso; Rock
demon hunter,carry me down,Heavy Metal; Gospel/Religioso; Rock
demon hunter,recuse myself,Heavy Metal; Gospel/Religioso; Rock
demon hunter,in time,Heavy Metal; Gospel/Religioso; Rock
demon hunter,cold blood,Heavy Metal; Gospel/Religioso; Rock
demon hunter,my destiny,Heavy Metal; Gospel/Religioso; Rock
demon hunter,one thousand apologies,Heavy Metal; Gospel/Religioso; Rock
demon hunter,sixteen,Heavy Metal; Gospel/Religioso; Rock
demon hunter,artificial light,Heavy Metal; Gospel/Religioso; Rock
demon hunter,two ways,Heavy Metal; Gospel/Religioso; Rock
demon hunter,the gauntlet,Heavy Metal; Gospel/Religioso; Rock
demon hunter,cross to bear,Heavy Metal; Gospel/Religioso; Rock
demon hunter,a broken upper hand,Heavy Metal; Gospel/Religioso; Rock
demon hunter,a thread of light,Heavy Metal; Gospel/Religioso; Rock
demon hunter,as we wept,Heavy Metal; Gospel/Religioso; Rock
demon hunter,beauty through the eyes of a predator,Heavy Metal; Gospel/Religioso; Rock
demon hunter,beheaded,Heavy Metal; Gospel/Religioso; Rock
demon hunter,bet my life,Heavy Metal; Gospel/Religioso; Rock
demon hunter,beyond me,Heavy Metal; Gospel/Religioso; Rock
demon hunter,blood in the tears,Heavy Metal; Gospel/Religioso; Rock
demon hunter,coffin builder,Heavy Metal; Gospel/Religioso; Rock
demon hunter,cold winter sun,Heavy Metal; Gospel/Religioso; Rock
the cure,just like heaven,Gótico; Pós-Punk; Rock
the cure,lovesong,Gótico; Pós-Punk; Rock
the cure,in between days,Gótico; Pós-Punk; Rock
the cure,close to me,Gótico; Pós-Punk; Rock
the cure,a forest,Gótico; Pós-Punk; Rock
the cure,lullaby,Gótico; Pós-Punk; Rock
the cure,pictures of you,Gótico; Pós-Punk; Rock
the cure,the lovecats,Gótico; Pós-Punk; Rock
the cure,purple haze,Gótico; Pós-Punk; Rock
the cure,a night like this,Gótico; Pós-Punk; Rock
the cure,underneath the stars,Gótico; Pós-Punk; Rock
the cure,2 late,Gótico; Pós-Punk; Rock
the cure,39,Gótico; Pós-Punk; Rock
the cure,a chain of flowers,Gótico; Pós-Punk; Rock
the cure,a foolish arrangement,Gótico; Pós-Punk; Rock
the cure,a japanese dream,Gótico; Pós-Punk; Rock
the cure,a man inside my mouth,Gótico; Pós-Punk; Rock
the cure,a pink dream,Gótico; Pós-Punk; Rock
the cure,a strange day,Gótico; Pós-Punk; Rock
the cure,adonais,Gótico; Pós-Punk; Rock
the cure,anniversary,Gótico; Pós-Punk; Rock
the cure,at night,Gótico; Pós-Punk; Rock
the cure,babble,Gótico; Pós-Punk; Rock
the cure,bananafishbones,Gótico; Pós-Punk; Rock
the cure,before three,Gótico; Pós-Punk; Rock
the cure,bloodflowers,Gótico; Pós-Punk; Rock
the cure,breathe,Gótico; Pós-Punk; Rock
the cure,burn,Gótico; Pós-Punk; Rock
the cure,coming up,Gótico; Pós-Punk; Rock
the cure,cut here,Gótico; Pós-Punk; Rock
marilyn manson,the last day on earth,Industrial; Rock; Heavy Metal
marilyn manson,the beautiful people,Industrial; Rock; Heavy Metal
marilyn manson,tainted love,Industrial; Rock; Heavy Metal
marilyn manson,mobscene,Industrial; Rock; Heavy Metal
marilyn manson,this is the new shit,Industrial; Rock; Heavy Metal
marilyn manson,the nobodies,Industrial; Rock; Heavy Metal
marilyn manson,we are chaos,Industrial; Rock; Heavy Metal
marilyn manson,godeatgod,Industrial; Rock; Heavy Metal
marilyn manson,personal jesus,Industrial; Rock; Heavy Metal
marilyn manson,cyclops,Industrial; Rock; Heavy Metal
marilyn manson,wow,Industrial; Rock; Heavy Metal
marilyn manson,the golden age of grotesque,Industrial; Rock; Heavy Metal
marilyn manson,coma black,Industrial; Rock; Heavy Metal
marilyn manson,cake and sodomy,Industrial; Rock; Heavy Metal
marilyn manson,15,Industrial; Rock; Heavy Metal
marilyn manson,1996,Industrial; Rock; Heavy Metal
marilyn manson,a place in the dirt,Industrial; Rock; Heavy Metal
marilyn manson,angel with the scabbed wings,Industrial; Rock; Heavy Metal
marilyn manson,antichrist superstar,Industrial; Rock; Heavy Metal
marilyn manson,better of two evils,Industrial; Rock; Heavy Metal
marilyn manson,birds of hell awaiting,Industrial; Rock; Heavy Metal
marilyn manson,blank and white,Industrial; Rock; Heavy Metal
marilyn manson,blood honey,Industrial; Rock; Heavy Metal
marilyn manson,born again,Industrial; Rock; Heavy Metal
marilyn manson,breaking the same old ground,Industrial; Rock; Heavy Metal
marilyn manson,broken needle,Industrial; Rock; Heavy Metal
marilyn manson,burning flag,Industrial; Rock; Heavy Metal
marilyn manson,children of cain,Industrial; Rock; Heavy Metal
marilyn manson,coma white,Industrial; Rock; Heavy Metal
marilyn manson,cry little sister,Industrial; Rock; Heavy Metal
nightwish,nemo,Heavy Metal; Rock; Gótico
nightwish,ghost love score,Heavy Metal; Rock; Gótico
nightwish,ever dream,Heavy Metal; Rock; Gótico
nightwish,the phantom of the opera,Heavy Metal; Rock; Gótico
nightwish,storytime,Heavy Metal; Rock; Gótico
nightwish,élan,Heavy Metal; Rock; Gótico
nightwish,beauty of the beast,Heavy Metal; Rock; Gótico
nightwish,the greatest show on earth,Heavy Metal; Rock; Gótico
nightwish,walking in the air,Heavy Metal; Rock; Gótico
nightwish,amaranth,Heavy Metal; Rock; Gótico
nightwish,dark chest of wonders,Heavy Metal; Rock; Gótico
nightwish,while your lips are still red,Heavy Metal; Rock; Gótico
nightwish,the islander,Heavy Metal; Rock; Gótico
nightwish,sleeping sun,Heavy Metal; Rock; Gótico
nightwish,wish i had an angel,Heavy Metal; Rock; Gótico
nightwish,noise,Heavy Metal; Rock; Gótico
nightwish,bless the child,Heavy Metal; Rock; Gótico
nightwish,planet hell,Heavy Metal; Rock; Gótico
nightwish,the kinslayer,Heavy Metal; Rock; Gótico
nightwish,nightquest,Heavy Metal; Rock; Gótico
nightwish,bye bye beautiful,Heavy Metal; Rock; Gótico
nightwish,the poet and the pendulum,Heavy Metal; Rock; Gótico
nightwish,10th man down,Heavy Metal; Rock; Gótico
nightwish,7 days to the wolves,Heavy Metal; Rock; Gótico
nightwish,alpenglow,Heavy Metal; Rock; Gótico
nightwish,angels fall first,Heavy Metal; Rock; Gótico
nightwish,away,Heavy Metal; Rock; Gótico
nightwish,bare grace misery,Heavy Metal; Rock; Gótico
nightwish,cadence of her last breath,Heavy Metal; Rock; Gótico
nightwish,come cover me,Heavy Metal; Rock; Gótico
within temptation,supernova,Rock; Gótico; Heavy Metal
within temptation,summertime sadness,Rock; Gótico; Heavy Metal
within temptation,faster,Rock; Gótico; Heavy Metal
within temptation,mad world,Rock; Gótico; Heavy Metal
within temptation,somewhere,Rock; Gótico; Heavy Metal
within temptation,angels,Rock; Gótico; Heavy Metal
within temptation,mercy mirror,Rock; Gótico; Heavy Metal
within temptation,ice queen,Rock; Gótico; Heavy Metal
within temptation,all i need,Rock; Gótico; Heavy Metal
within temptation,memories,Rock; Gótico; Heavy Metal
within temptation,entertain you,Rock; Gótico; Heavy Metal
within temptation,frozen,Rock; Gótico; Heavy Metal
within temptation,forsaken,Rock; Gótico; Heavy Metal
within temptation,what have you done,Rock; Gótico; Heavy Metal
within temptation,stand my ground,Rock; Gótico; Heavy Metal
within temptation,a dangerous mind,Rock; Gótico; Heavy Metal
within temptation,in vain,Rock; Gótico; Heavy Metal
within temptation,titanium,Rock; Gótico; Heavy Metal
within temptation,bittersweet,Rock; Gótico; Heavy Metal
within temptation,another day,Rock; Gótico; Heavy Metal
within temptation,apologize,Rock; Gótico; Heavy Metal
within temptation,aquarius,Rock; Gótico; Heavy Metal
within temptation,behind blue eyes,Rock; Gótico; Heavy Metal
within temptation,blue eyes,Rock; Gótico; Heavy Metal
within temptation,caged,Rock; Gótico; Heavy Metal
within temptation,candles,Rock; Gótico; Heavy Metal
within temptation,covered by roses,Rock; Gótico; Heavy Metal
within temptation,crazy,Rock; Gótico; Heavy Metal
within temptation,dark wings,Rock; Gótico; Heavy Metal
within temptation,deceiver of fools,Rock; Gótico; Heavy Metal
cradle of filth,nymphetamine fix,Heavy Metal; Gótico
cradle of filth,dirge inferno,Heavy Metal; Gótico
cradle of filth,her ghost in the fog,Heavy Metal; Gótico
cradle of filth,amor e morte,Heavy Metal; Gótico
cradle of filth,carrion,Heavy Metal; Gótico
cradle of filth,filthy little secret,Heavy Metal; Gótico
cradle of filth,from the cradle to enslave,Heavy Metal; Gótico
cradle of filth,hammer of the witches,Heavy Metal; Gótico
cradle of filth,thank god for the suffering,Heavy Metal; Gótico
cradle of filth,the death of love,Heavy Metal; Gótico
cradle of filth,blackest magick in practice,Heavy Metal; Gótico
cradle of filth,the principle of evil made flesh,Heavy Metal; Gótico
cradle of filth,gilded cunt,Heavy Metal; Gótico
cradle of filth,malice through the looking glass,Heavy Metal; Gótico
cradle of filth,tonight in flames,Heavy Metal; Gótico
cradle of filth,better to reign in hell,Heavy Metal; Gótico
cradle of filth,a bruise upon the silent moon,Heavy Metal; Gótico
cradle of filth,absinthe with faust,Heavy Metal; Gótico
cradle of filth,all hope in eclipse,Heavy Metal; Gótico
cradle of filth,an enemy led the tempest,Heavy Metal; Gótico
cradle of filth,as deep as any burial,Heavy Metal; Gótico
cradle of filth,balsamic and anathema,Heavy Metal; Gótico
cradle of filth,bathory aria,Heavy Metal; Gótico
cradle of filth,beauty slept in sodom,Heavy Metal; Gótico
cradle of filth,beneath the howling stars,Heavy Metal; Gótico
cradle of filth,black smoke curling from the lips of war,Heavy Metal; Gótico
cradle of filth,born in a burial gown,Heavy Metal; Gótico
cradle of filth,cemetery and sundown,Heavy Metal; Gótico
cradle of filth,coffin fodder,Heavy Metal; Gótico
cradle of filth,courting baphomet,Heavy Metal; Gótico
lacuna coil,trip the darkness,Heavy Metal; Gótico; Rock
lacuna coil,losing my religion,Heavy Metal; Gótico; Rock
lacuna coil,enjoy the silence,Heavy Metal; Gótico; Rock
lacuna coil,end of time,Heavy Metal; Gótico; Rock
lacuna coil,the house of shame,Heavy Metal; Gótico; Rock
lacuna coil,broken things,Heavy Metal; Gótico; Rock
lacuna coil,layers of time,Heavy Metal; Gótico; Rock
lacuna coil,delirium,Heavy Metal; Gótico; Rock
lacuna coil,entwined,Heavy Metal; Gótico; Rock
lacuna coil,swamped,Heavy Metal; Gótico; Rock
lacuna coil,spellbound,Heavy Metal; Gótico; Rock
lacuna coil,my demons,Heavy Metal; Gótico; Rock
lacuna coil,kill the light,Heavy Metal; Gótico; Rock
lacuna coil,intoxicated,Heavy Metal; Gótico; Rock
lacuna coil,a current obsession,Heavy Metal; Gótico; Rock
lacuna coil,aeon,Heavy Metal; Gótico; Rock
lacuna coil,against you,Heavy Metal; Gótico; Rock
lacuna coil,angels punishment,Heavy Metal; Gótico; Rock
lacuna coil,apocalypse,Heavy Metal; Gótico; Rock
lacuna coil,black anima,Heavy Metal; Gótico; Rock
lacuna coil,black dried up heart,Heavy Metal; Gótico; Rock
lacuna coil,black feathers,Heavy Metal; Gótico; Rock
lacuna coil,breakdown,Heavy Metal; Gótico; Rock
lacuna coil,claustrophobia,Heavy Metal; Gótico; Rock
lacuna coil,closer,Heavy Metal; Gótico; Rock
lacuna coil,cold heritage,Heavy Metal; Gótico; Rock
lacuna coil,cybersleep,Heavy Metal; Gótico; Rock
lacuna coil,daylight dancer,Heavy Metal; Gótico; Rock
lacuna coil,distant sun,Heavy Metal; Gótico; Rock
lacuna coil,downfall,Heavy Metal; Gótico; Rock
pearl jam,black,Grunge; Rock; Rock Alternativo
pearl jam,alive,Grunge; Rock; Rock Alternativo
pearl jam,last kiss,Grunge; Rock; Rock Alternativo
pearl jam,even flow,Grunge; Rock; Rock Alternativo
pearl jam,jeremy,Grunge; Rock; Rock Alternativo
pearl jam,better man,Grunge; Rock; Rock Alternativo
pearl jam,just breathe,Grunge; Rock; Rock Alternativo
pearl jam,daughter,Grunge; Rock; Rock Alternativo
pearl jam,i am mine,Grunge; Rock; Rock Alternativo
pearl jam,yellow ledbetter,Grunge; Rock; Rock Alternativo
pearl jam,sirens,Grunge; Rock; Rock Alternativo
pearl jam,soldier of love,Grunge; Rock; Rock Alternativo
pearl jam,future days,Grunge; Rock; Rock Alternativo
pearl jam,do the evolution,Grunge; Rock; Rock Alternativo
pearl jam,given to fly,Grunge; Rock; Rock Alternativo
pearl jam,oceans,Grunge; Rock; Rock Alternativo
pearl jam,come back,Grunge; Rock; Rock Alternativo
pearl jam,once,Grunge; Rock; Rock Alternativo
pearl jam,wishlist,Grunge; Rock; Rock Alternativo
pearl jam,nothingman,Grunge; Rock; Rock Alternativo
pearl jam,state of love and trust,Grunge; Rock; Rock Alternativo
pearl jam,release,Grunge; Rock; Rock Alternativo
pearl jam,elderly woman behind the counter in a small town,Grunge; Rock; Rock Alternativo
pearl jam,who ever said,Grunge; Rock; Rock Alternativo
pearl jam,blood,Grunge; Rock; Rock Alternativo
pearl jam,12 full,Grunge; Rock; Rock Alternativo
pearl jam,all or none,Grunge; Rock; Rock Alternativo
pearl jam,all those yesterdays,Grunge; Rock; Rock Alternativo
pearl jam,alright,Grunge; Rock; Rock Alternativo
pearl jam,amongst the waves,Grunge; Rock; Rock Alternativo
foo fighters,best of you,Rock Alternativo; Rock; Hard Rock
foo fighters,times like these,Rock Alternativo; Rock; Hard Rock
foo fighters,everlong,Rock Alternativo; Rock; Hard Rock
foo fighters,learn to fly,Rock Alternativo; Rock; Hard Rock
foo fighters,walk,Rock Alternativo; Rock; Hard Rock
foo fighters,all my life,Rock Alternativo; Rock; Hard Rock
foo fighters,the pretender,Rock Alternativo; Rock; Hard Rock
foo fighters,walking after you,Rock Alternativo; Rock; Hard Rock
foo fighters,these days,Rock Alternativo; Rock; Hard Rock
foo fighters,my hero,Rock Alternativo; Rock; Hard Rock
foo fighters,the sky is a neighborhood,Rock Alternativo; Rock; Hard Rock
foo fighters,next year,Rock Alternativo; Rock; Hard Rock
foo fighters,breakout,Rock Alternativo; Rock; Hard Rock
foo fighters,big me,Rock Alternativo; Rock; Hard Rock
foo fighters,waiting on a war,Rock Alternativo; Rock; Hard Rock
foo fighters,no son of mine,Rock Alternativo; Rock; Hard Rock
foo fighters,wheels,Rock Alternativo; Rock; Hard Rock
foo fighters,the one,Rock Alternativo; Rock; Hard Rock
foo fighters,making a fire,Rock Alternativo; Rock; Hard Rock
foo fighters,bridge burning,Rock Alternativo; Rock; Hard Rock
foo fighters,monkey wrench,Rock Alternativo; Rock; Hard Rock
foo fighters,shame shame,Rock Alternativo; Rock; Hard Rock
foo fighters,a matter of time,Rock Alternativo; Rock; Hard Rock
foo fighters,another round,Rock Alternativo; Rock; Hard Rock
foo fighters,arlandria,Rock Alternativo; Rock; Hard Rock
foo fighters,arrows,Rock Alternativo; Rock; Hard Rock
foo fighters,burn away,Rock Alternativo; Rock; Hard Rock
foo fighters,chasing birds,Rock Alternativo; Rock; Hard Rock
foo fighters,cloudspotter,Rock Alternativo; Rock; Hard Rock
foo fighters,cold day in the sun,Rock Alternativo; Rock; Hard Rock
alice in chains,would,Grunge; Rock
alice in chains,nutshell,Grunge; Rock
alice in chains,man in the box,Grunge; Rock
alice in chains,down in a hole,Grunge; Rock
alice in chains,rooster,Grunge; Rock
alice in chains,angry chair,Grunge; Rock
alice in chains,them bones,Grunge; Rock
alice in chains,bleed the freak,Grunge; Rock
